"","Regulator","Target","RegulatorType","TargetType","regulatory_Mechanism"
"1866","SNHG1","CDC42","lncRNA","PCG","ceRNA or sponge"
"1867","LINC00467","TGFB2","lncRNA","PCG","ceRNA or sponge"
"1868","LINC00958","PHF6","lncRNA","PCG","ceRNA or sponge"
"1869","LOXL1-AS1","MMP14","lncRNA","PCG","ceRNA or sponge"
"1870","LINC00319","ROMO1","lncRNA","PCG","ceRNA or sponge"
"1871","MIR4435-2HG","B3GNT5","lncRNA","PCG","ceRNA or sponge"
"1872","ZFAS1","KDR","lncRNA","PCG","ceRNA or sponge"
"1873","AFAP1-AS1","VEGFA","lncRNA","PCG","ceRNA or sponge"
"1874","FBXL19-AS1","RAF1","lncRNA","PCG","ceRNA or sponge"
"1875","LEF1-AS1","WNK1","lncRNA","PCG","ceRNA or sponge"
"1876","CDKN2B-AS1","SIRT1","lncRNA","PCG","ceRNA or sponge"
"1877","SNHG16","NRP1","lncRNA","PCG","ceRNA or sponge"
"1878","MIR22HG","CDKN1B","lncRNA","PCG","ceRNA or sponge"
"1879","HCP5","EPHA7","lncRNA","PCG","ceRNA or sponge"
"1880","AFAP1-AS1","HDGF","lncRNA","PCG","ceRNA or sponge"
"1881","CASC2","APC","lncRNA","PCG","ceRNA or sponge"
"1882","LINC00355","LYAR","lncRNA","PCG","ceRNA or sponge"
"1883","FAM230B","TOP2A","lncRNA","PCG","ceRNA or sponge"
"1884","LINC00339","SRY-box9","lncRNA","PCG","ceRNA or sponge"
"1885","XIST","NLRC5","lncRNA","PCG","ceRNA or sponge"
"1886","CRNDE","RAP1A","lncRNA","PCG","ceRNA or sponge"
"1887","NORAD","ADAM19","lncRNA","PCG","ceRNA or sponge"
"1888","LBX2-AS1","IRS1","lncRNA","PCG","ceRNA or sponge"
"1889","SOX2-OT","TGFBR1","lncRNA","PCG","ceRNA or sponge"
"1890","CDKN2B-AS1","CDK6","lncRNA","PCG","ceRNA or sponge"
"1891","MIAT","VEGFC","lncRNA","PCG","ceRNA or sponge"
"1892","SNHG14","YWHAZ","lncRNA","PCG","ceRNA or sponge"
"1893","SOX21-AS1","PAK5","lncRNA","PCG","ceRNA or sponge"
"1894","FOXD2-AS1","HDGF","lncRNA","PCG","ceRNA or sponge"
"1895","EGFR-AS1","RACK1","lncRNA","PCG","ceRNA or sponge"
"1896","DDX11-AS1","CLDN7","lncRNA","PCG","ceRNA or sponge"
"1897","XIST","TRIB2","lncRNA","PCG","ceRNA or sponge"
"1898","LINC01783","GBP1","lncRNA","PCG","ceRNA or sponge"
"1899","PART1","CTNNB1","lncRNA","PCG","ceRNA or sponge"
"1900","LNCOG","ADGRD1","lncRNA","PCG","ceRNA or sponge"
"1901","DUXAP8","RAB14","lncRNA","PCG","ceRNA or sponge"
"1902","SNHG16","p62","lncRNA","PCG","ceRNA or sponge"
"1903","MBNL1-AS1","MYL9","lncRNA","PCG","ceRNA or sponge"
"1904","FGD5-AS1","CDCA7","lncRNA","PCG","ceRNA or sponge"
"1905","TP53TG1","KRAS","lncRNA","PCG","ceRNA or sponge"
"1906","TEX41","C1QB","lncRNA","PCG","ceRNA or sponge"
"1907","HCG11","PKP2","lncRNA","PCG","ceRNA or sponge"
"1908","H19","YWHAZ","lncRNA","PCG","ceRNA or sponge"
"1909","HOTAIR","FGF1","lncRNA","PCG","ceRNA or sponge"
"1910","MNX1-AS1","SIRT1","lncRNA","PCG","ceRNA or sponge"
"1911","LINC00491","ROCK1","lncRNA","PCG","ceRNA or sponge"
"1912","MEG3","ATP4B","lncRNA","PCG","ceRNA or sponge"
"1913","SOX21-AS1","VDAC1","lncRNA","PCG","ceRNA or sponge"
"1914","XIST","ADAM17","lncRNA","PCG","ceRNA or sponge"
"1915","HOTAIR","TUBGCP5","lncRNA","PCG","ceRNA or sponge"
"1916","SNHG14","KRAS","lncRNA","PCG","ceRNA or sponge"
"1917","GAS6-AS1","SETD1A","lncRNA","PCG","ceRNA or sponge"
"1918","SNHG8","KPNA2","lncRNA","PCG","ceRNA or sponge"
"1919","PTPRG-AS1","HDAC4","lncRNA","PCG","ceRNA or sponge"
"1920","LINC00958","NUAK1","lncRNA","PCG","ceRNA or sponge"
"1921","ICMT-DT","YTHDF1","lncRNA","PCG","ceRNA or sponge"
"1922","MALAT1","MAP3K3","lncRNA","PCG","ceRNA or sponge"
"1923","AGAP2-AS1","CFL1","lncRNA","PCG","ceRNA or sponge"
"1924","OSER1-DT","RAB23","lncRNA","PCG","ceRNA or sponge"
"1925","DSCAM-AS1","USP47","lncRNA","PCG","ceRNA or sponge"
"1926","TRPM2-AS","WEE1","lncRNA","PCG","ceRNA or sponge"
"1927","PCGEM1","FBXW11","lncRNA","PCG","ceRNA or sponge"
"1928","LINC00460","SPHK1","lncRNA","PCG","ceRNA or sponge"
"1929","ELFN1-AS1","GFPT1","lncRNA","PCG","ceRNA or sponge"
"1930","UCA1","CCR7","lncRNA","PCG","ceRNA or sponge"
"1931","MEG3","MTSS1","lncRNA","PCG","ceRNA or sponge"
"1932","FGD5-AS1","WEE1","lncRNA","PCG","ceRNA or sponge"
"1933","LINC01111","DUSP1","lncRNA","PCG","ceRNA or sponge"
"1934","XIST","FGF2","lncRNA","PCG","ceRNA or sponge"
"1935","LINC-PINT","PDCD4","lncRNA","PCG","ceRNA or sponge"
"1936","NNT-AS1","BCL9","lncRNA","PCG","ceRNA or sponge"
"1937","CDKN2B-AS1","CCND1","lncRNA","PCG","ceRNA or sponge"
"1938","CDKN2B-AS1","CCND2","lncRNA","PCG","ceRNA or sponge"
"1939","HOTAIR","FUT6","lncRNA","PCG","ceRNA or sponge"
"1940","OIP5-AS1","NRP1","lncRNA","PCG","ceRNA or sponge"
"1941","LINC00958","HDGF","lncRNA","PCG","ceRNA or sponge"
"1942","LINC00519","YAP1","lncRNA","PCG","ceRNA or sponge"
"1943","LINC00339","DCP1A","lncRNA","PCG","ceRNA or sponge"
"1944","TTN-AS1","CDK5","lncRNA","PCG","ceRNA or sponge"
"1945","LINC00174","SLC2A1","lncRNA","PCG","ceRNA or sponge"
"1946","LINC01303","EZH2","lncRNA","PCG","ceRNA or sponge"
"1947","HEIH","WEE1","lncRNA","PCG","ceRNA or sponge"
"1948","KDM4A-AS1","KPNA2","lncRNA","PCG","ceRNA or sponge"
"1949","SNHG15","FKBP1A","lncRNA","PCG","ceRNA or sponge"
"1950","LINC00536","VEGFA","lncRNA","PCG","ceRNA or sponge"
"1951","NEAT1","CCT6A","lncRNA","PCG","ceRNA or sponge"
"1952","FOXD2-AS1","CPEB4","lncRNA","PCG","ceRNA or sponge"
"1953","MALAT1","PNPO","lncRNA","PCG","ceRNA or sponge"
"1954","DLEU1","IGF1R","lncRNA","PCG","ceRNA or sponge"
"1955","SNHG16","CCL2","lncRNA","PCG","ceRNA or sponge"
"1956","TRIM52-AS1","MRPS18A","lncRNA","PCG","ceRNA or sponge"
"1957","SGMS1-AS1","MYLI9","lncRNA","PCG","ceRNA or sponge"
"1958","DUXAP8","PDK2","lncRNA","PCG","ceRNA or sponge"
"1959","LINC00466","CHEK1","lncRNA","PCG","ceRNA or sponge"
"1960","HNF1A-AS1","TRIM32","lncRNA","PCG","ceRNA or sponge"
"1961","MNX1-AS1","RAB1A","lncRNA","PCG","ceRNA or sponge"
"1962","TTN-AS1","ZNRF2","lncRNA","PCG","ceRNA or sponge"
"1963","XIST","CBLL1","lncRNA","PCG","ceRNA or sponge"
"1964","LINC00467","KIF23","lncRNA","PCG","ceRNA or sponge"
"1965","PART1","JAK1","lncRNA","PCG","ceRNA or sponge"
"1966","PART1","JAK3","lncRNA","PCG","ceRNA or sponge"
"1967","HOXA-AS3","BMP1","lncRNA","PCG","ceRNA or sponge"
"1968","HOTAIR","STC2","lncRNA","PCG","ceRNA or sponge"
"1969","OXCT1-AS1","CDC25A","lncRNA","PCG","ceRNA or sponge"
"1970","PGM5-AS1","PTEN","lncRNA","PCG","ceRNA or sponge"
"1971","SBF2-AS1","GRB2","lncRNA","PCG","ceRNA or sponge"
"1972","LINC00311","TLR4","lncRNA","PCG","ceRNA or sponge"
"1973","CASC9","ADAM9","lncRNA","PCG","ceRNA or sponge"
"1974","HNF1A-AS1","CDK6","lncRNA","PCG","ceRNA or sponge"
"1975","ASB16-AS1","WNT2","lncRNA","PCG","ceRNA or sponge"
"1976","NBAT1","GSK3B","lncRNA","PCG","ceRNA or sponge"
"1977","LINC00400","RAF1","lncRNA","PCG","ceRNA or sponge"
"1978","PKMYT1AR","PKMYT1","lncRNA","PCG","ceRNA or sponge"
"1979","UCA1","CCND2","lncRNA","PCG","ceRNA or sponge"
"1980","ADAMTS9-AS2","EZH2","lncRNA","PCG","ceRNA or sponge"
"1981","CDKN2B-AS1","MAP3K3","lncRNA","PCG","ceRNA or sponge"
"1982","MIAT","EZH2","lncRNA","PCG","ceRNA or sponge"
"1983","SMILR","RHOA","lncRNA","PCG","ceRNA or sponge"
"1984","PVT1","ATG7","lncRNA","PCG","ceRNA or sponge"
"1985","PVT1","BECN1","lncRNA","PCG","ceRNA or sponge"
"1986","LINC00858","RAD18","lncRNA","PCG","ceRNA or sponge"
"1987","PVT1","ECM1","lncRNA","PCG","ceRNA or sponge"
"1988","NEAT1","SIRT1","lncRNA","PCG","ceRNA or sponge"
"1989","DANCR","MDM2","lncRNA","PCG","ceRNA or sponge"
"1990","HOTAIR","HK2","lncRNA","PCG","ceRNA or sponge"
"1991","LINC-PINT","PTCH1","lncRNA","PCG","ceRNA or sponge"
"1992","UCA1","SF1","lncRNA","PCG","ceRNA or sponge"
"1993","MYLK-AS1","EZH2","lncRNA","PCG","ceRNA or sponge"
"1994","AFAP1-AS1","EGFR","lncRNA","PCG","ceRNA or sponge"
"1995","ELDR","EGFR","lncRNA","PCG","ceRNA or sponge"
"1996","OIP5-AS1","ANO1","lncRNA","PCG","ceRNA or sponge"
"1997","PRECSIT","BRD4","lncRNA","PCG","ceRNA or sponge"
"1998","LMCD1-AS1","COL6A3","lncRNA","PCG","ceRNA or sponge"
"1999","XIST","NLK","lncRNA","PCG","ceRNA or sponge"
"2000","PCED1B-AS1","CD274","lncRNA","PCG","ceRNA or sponge"
"2001","PCED1B-AS1","PDCD1LG2","lncRNA","PCG","ceRNA or sponge"
"2002","HOXA-AS2","GPC3","lncRNA","PCG","ceRNA or sponge"
"2003","MALAT1","RHOA","lncRNA","PCG","ceRNA or sponge"
"2004","SBF2-AS1","TWF1","lncRNA","PCG","ceRNA or sponge"
"2005","LINC00243","PDK4","lncRNA","PCG","ceRNA or sponge"
"2006","XIST","PAPPA","lncRNA","PCG","ceRNA or sponge"
"2007","NEAT1","KCTD20","lncRNA","PCG","ceRNA or sponge"
"2008","HOXA11-AS","PIM1","lncRNA","PCG","ceRNA or sponge"
"2009","SNHG1","Cyclin D1","lncRNA","PCG","ceRNA or sponge"
"2010","MIR4435-2HG","NTRK3","lncRNA","PCG","ceRNA or sponge"
"2011","NRAV","RAB5C","lncRNA","PCG","ceRNA or sponge"
"2012","CASC15","WNT7A","lncRNA","PCG","ceRNA or sponge"
"2013","AGAP2-AS1","HDGF","lncRNA","PCG","ceRNA or sponge"
"2014","ZFAS1","WNT1","lncRNA","PCG","ceRNA or sponge"
"2015","DGUOK-AS1","EMSY","lncRNA","PCG","ceRNA or sponge"
"2016","MEG3","HDAC7","lncRNA","PCG","ceRNA or sponge"
"2017","KLF3-AS1","SIRT1","lncRNA","PCG","ceRNA or sponge"
"2018","MIAT","CASP1","lncRNA","PCG","ceRNA or sponge"
"2019","LOXL1-AS1","SNX16","lncRNA","PCG","ceRNA or sponge"
"2020","NEAT1","GSDME","lncRNA","PCG","ceRNA or sponge"
"2021","GAS5","IER3","lncRNA","PCG","ceRNA or sponge"
"2022","AFAP1-AS1","VEGFC","lncRNA","PCG","ceRNA or sponge"
"2023","AGAP2-AS1","CPT1","lncRNA","PCG","ceRNA or sponge"
"2024","DUBR","CIP2A","lncRNA","PCG","ceRNA or sponge"
"2025","TUSC7","NUMB","lncRNA","PCG","ceRNA or sponge"
"2026","CCAT2","NOTCH2","lncRNA","PCG","ceRNA or sponge"
"2027","H19","ERβ","lncRNA","PCG","ceRNA or sponge"
"2028","MALAT1","CXCR2","lncRNA","PCG","ceRNA or sponge"
"2029","MALAT1","AKT1","lncRNA","PCG","ceRNA or sponge"
"2030","OIP5-AS1","SLC7A11","lncRNA","PCG","ceRNA or sponge"
"2031","SNHG1","XIAP","lncRNA","PCG","ceRNA or sponge"
"2032","MEG3","TIGIT","lncRNA","PCG","ceRNA or sponge"
"2033","PART1","TGFBR2","lncRNA","PCG","ceRNA or sponge"
"2034","LINC00261","TNRC6A","lncRNA","PCG","ceRNA or sponge"
"2035","XIST","GAB2","lncRNA","PCG","ceRNA or sponge"
"2036","NKILA","CLDN2","lncRNA","PCG","ceRNA or sponge"
"2037","SNHG16","IGF2","lncRNA","PCG","ceRNA or sponge"
"2038","MALAT1","ADAMTS5","lncRNA","PCG","ceRNA or sponge"
"2039","MIAT","RAB22A","lncRNA","PCG","ceRNA or sponge"
"2040","SDCBP2-AS1","EPDR1","lncRNA","PCG","ceRNA or sponge"
"2041","HCG18","PPP2R2A","lncRNA","PCG","ceRNA or sponge"
"2042","HCG11","SOCS5","lncRNA","PCG","ceRNA or sponge"
"2043","H19","TDG","lncRNA","PCG","ceRNA or sponge"
"2044","GAS5","TIMP3","lncRNA","PCG","ceRNA or sponge"
"2045","MALAT1","HIF3A","lncRNA","PCG","ceRNA or sponge"
"2046","SNHG15","ICAM1","lncRNA","PCG","ceRNA or sponge"
"2047","NEAT1","MAPK1","lncRNA","PCG","ceRNA or sponge"
"2048","LINC00641","NOTCH1","lncRNA","PCG","ceRNA or sponge"
"2049","LINC00665","MAP4K3","lncRNA","PCG","ceRNA or sponge"
"2050","HAGLROS","ATG5","lncRNA","PCG","ceRNA or sponge"
"2051","MEG3","TRAF3","lncRNA","PCG","ceRNA or sponge"
"2052","OIP5-AS1","IL13","lncRNA","PCG","ceRNA or sponge"
"2053","SNHG15","TP53INP1","lncRNA","PCG","ceRNA or sponge"
"2054","MALAT1","TMX2-CTNND1","lncRNA","PCG","ceRNA or sponge"
"2055","PVT1","IGF1R","lncRNA","PCG","ceRNA or sponge"
"2056","NEAT1","CTBP2","lncRNA","PCG","ceRNA or sponge"
"2057","PCAT18","TP53INP1","lncRNA","PCG","ceRNA or sponge"
"2058","NUTM2A-AS1","TET1","lncRNA","PCG","ceRNA or sponge"
"2059","SNHG3","ITGA5","lncRNA","PCG","ceRNA or sponge"
"2060","DNM3OS","HIP1","lncRNA","PCG","ceRNA or sponge"
"2061","UCA1","HGF","lncRNA","PCG","ceRNA or sponge"
"2062","LUCAT1","ULK1","lncRNA","PCG","ceRNA or sponge"
"2063","CYTOR","TPD52","lncRNA","PCG","ceRNA or sponge"
"2064","SOX2-OT","MCL-1 isoform 2","lncRNA","PCG","ceRNA or sponge"
"2065","MALAT1","POSTN","lncRNA","PCG","ceRNA or sponge"
"2066","OIP5-AS1","CCNG1","lncRNA","PCG","ceRNA or sponge"
"2067","UCA1","BCL2","lncRNA","PCG","ceRNA or sponge"
"2068","LINC-ROR","MDM2","lncRNA","PCG","ceRNA or sponge"
"2069","DNM3OS","IGF1","lncRNA","PCG","ceRNA or sponge"
"2070","PINK1-AS","Gαi1","lncRNA","PCG","ceRNA or sponge"
"2071","ROR1-AS1","STC2","lncRNA","PCG","ceRNA or sponge"
"2072","SNHG4","KDM3A","lncRNA","PCG","ceRNA or sponge"
"2073","LINC00987","SIRT1","lncRNA","PCG","ceRNA or sponge"
"2074","SNHG5","CASP1","lncRNA","PCG","ceRNA or sponge"
"2075","XIST","ATG7","lncRNA","PCG","ceRNA or sponge"
"2076","FENDRR","ELAVL1","lncRNA","PCG","ceRNA or sponge"
"2077","FENDRR","MDR1","lncRNA","PCG","ceRNA or sponge"
"2078","TUSC7","TMPRSS11E","lncRNA","PCG","ceRNA or sponge"
"2079","HAND2-AS1","PDCD4","lncRNA","PCG","ceRNA or sponge"
"2080","MEG3","ALG9","lncRNA","PCG","ceRNA or sponge"
"2081","UCA1","ABCB1","lncRNA","PCG","ceRNA or sponge"
"2082","SNHG12","MCL1","lncRNA","PCG","ceRNA or sponge"
"2083","NEAT1","CCND1","lncRNA","PCG","ceRNA or sponge"
"2084","UCA1","YAP1","lncRNA","PCG","ceRNA or sponge"
"2085","LINC00518","ABCC1","lncRNA","PCG","ceRNA or sponge"
"2086","NEAT1","MCL1","lncRNA","PCG","ceRNA or sponge"
"2087","XIST","SGK1","lncRNA","PCG","ceRNA or sponge"
"2088","PART1","BCL2","lncRNA","PCG","ceRNA or sponge"
"2089","FOXD2-AS1","ABCC3","lncRNA","PCG","ceRNA or sponge"
"2090","MALAT1","AKAP12","lncRNA","PCG","ceRNA or sponge"
"2091","MALAT1","TYMS","lncRNA","PCG","ceRNA or sponge"
"2092","XIST","BAG1","lncRNA","PCG","ceRNA or sponge"
"2093","LNCARSR","AXL","lncRNA","PCG","ceRNA or sponge"
"2094","LNCARSR","MET","lncRNA","PCG","ceRNA or sponge"
"2095","DANCR","JAG1","lncRNA","PCG","ceRNA or sponge"
"2096","PVT1","Beclin-1","lncRNA","PCG","ceRNA or sponge"
"2097","HOTAIR","EZH2","lncRNA","PCG","ceRNA or sponge"
"2098","HOTAIR","SIRT1","lncRNA","PCG","ceRNA or sponge"
"2099","MALAT1","ABCB1","lncRNA","PCG","ceRNA or sponge"
"2100","MALAT1","BAX","lncRNA","PCG","ceRNA or sponge"
"2101","HEIH","HDGF","lncRNA","PCG","ceRNA or sponge"
"2102","DANCR","ATG16L1","lncRNA","PCG","ceRNA or sponge"
"2103","EMSLR","WTAP","lncRNA","PCG","ceRNA or sponge"
"2104","HAGLR","LDHA","lncRNA","PCG","ceRNA or sponge"
"2105","OIP5-AS1","FN1","lncRNA","PCG","ceRNA or sponge"
"2106","LINC00161","MAPK1","lncRNA","PCG","ceRNA or sponge"
"2107","SNHG5","DNAJB9","lncRNA","PCG","ceRNA or sponge"
"2108","SNHG22","Gal-1","lncRNA","PCG","ceRNA or sponge"
"2109","SNHG12","MAPK1","lncRNA","PCG","ceRNA or sponge"
"2110","CASC2","CDK19","lncRNA","PCG","ceRNA or sponge"
"2111","LNCARSR","c-Met","lncRNA","PCG","ceRNA or sponge"
"2112","SNHG22","LGALS1","lncRNA","PCG","ceRNA or sponge"
"2113","LINC00460","EGFR","lncRNA","PCG","ceRNA or sponge"
"2114","NORAD","MTDH","lncRNA","PCG","ceRNA or sponge"
"2115","DLGAP1-AS1","WTAP","lncRNA","PCG","ceRNA or sponge"
"2116","CYTOR","ERBB4","lncRNA","PCG","ceRNA or sponge"
"2117","NCK1-DT","MSH2","lncRNA","PCG","ceRNA or sponge"
"2118","H19","SIRT1","lncRNA","PCG","ceRNA or sponge"
"2119","CERNA2","SYF2","lncRNA","PCG","ceRNA or sponge"
"2120","CRNDE","CTNNB1","lncRNA","PCG","ceRNA or sponge"
"2121","LINC00221","ZBTB5","lncRNA","PCG","ceRNA or sponge"
"2122","LIFR-AS1","TNFAIP3","lncRNA","PCG","ceRNA or sponge"
"2123","KCNQ1OT1","PPP1R1B","lncRNA","PCG","ceRNA or sponge"
"2124","DSCAM-AS1","EPS8","lncRNA","PCG","ceRNA or sponge"
"2125","LUCAT1","ABCB1","lncRNA","PCG","ceRNA or sponge"
"2126","NEAT1","SPAG9","lncRNA","PCG","ceRNA or sponge"
"2127","LINC-ROR","ABCB1","lncRNA","PCG","ceRNA or sponge"
"2128","LINC00173","Etk","lncRNA","PCG","ceRNA or sponge"
"2129","KCNQ1OT1","EZR","lncRNA","PCG","ceRNA or sponge"
"2130","SNHG15","CDK6","lncRNA","PCG","ceRNA or sponge"
"2131","MALAT1","VEGE-C","lncRNA","PCG","ceRNA or sponge"
"2132","XIST","MDR1","lncRNA","PCG","ceRNA or sponge"
"2133","XIST","MRP1","lncRNA","PCG","ceRNA or sponge"
"2134","CASC2","MTOR","lncRNA","PCG","ceRNA or sponge"
"2135","LINC-ROR","FSCN1","lncRNA","PCG","ceRNA or sponge"
"2136","LINC00460","IL6","lncRNA","PCG","ceRNA or sponge"
"2137","UCA1","HK2","lncRNA","PCG","ceRNA or sponge"
"2138","PVT1","c-MET","lncRNA","PCG","ceRNA or sponge"
"2139","MALAT1","BRWD1","lncRNA","PCG","ceRNA or sponge"
"2140","OIP5-AS1","AGPAT2","lncRNA","PCG","ceRNA or sponge"
"2141","LINC00173","RAB14","lncRNA","PCG","ceRNA or sponge"
"2142","LINC00173","GSKIP","lncRNA","PCG","ceRNA or sponge"
"2143","HCG11","PDK4","lncRNA","PCG","ceRNA or sponge"
"2144","HOTAIR","PTEN","lncRNA","PCG","ceRNA or sponge"
"2145","MBNL1-AS1","TGFBR2","lncRNA","PCG","ceRNA or sponge"
"2146","UCA1","CDC42","lncRNA","PCG","ceRNA or sponge"
"2147","LINC00161","IFIT2","lncRNA","PCG","ceRNA or sponge"
"2148","CASC2","KANK1","lncRNA","PCG","ceRNA or sponge"
"2149","H19","ATG7","lncRNA","PCG","ceRNA or sponge"
"2150","FOXD2-AS1","TMEM9","lncRNA","PCG","ceRNA or sponge"
"2151","HULC","ACSL1","lncRNA","PCG","ceRNA or sponge"
"2152","ZFAS1","NOB1","lncRNA","PCG","ceRNA or sponge"
"2153","SNHG1","GSK3B","lncRNA","PCG","ceRNA or sponge"
"2154","SNHG1","PTEN","lncRNA","PCG","ceRNA or sponge"
"2155","LINC00511","CDK6","lncRNA","PCG","ceRNA or sponge"
"2156","MALAT1","MSL2","lncRNA","PCG","ceRNA or sponge"
"2157","HULC","TLR4","lncRNA","PCG","ceRNA or sponge"
"2158","LPAL2","EGFR","lncRNA","PCG","ceRNA or sponge"
"2159","TUSC7","EPHA4","lncRNA","PCG","ceRNA or sponge"
"2160","ZEB2-AS1","CRKL","lncRNA","PCG","ceRNA or sponge"
"2161","LINC-ROR","FLNB","lncRNA","PCG","ceRNA or sponge"
"2162","CASC2","FBXW7","lncRNA","PCG","ceRNA or sponge"
"2163","ZEB1-AS1","BMP7","lncRNA","PCG","ceRNA or sponge"
"2164","HOTAIR","MET","lncRNA","PCG","ceRNA or sponge"
"2165","H19","CYTH3","lncRNA","PCG","ceRNA or sponge"
"2166","H19","VIM","lncRNA","PCG","ceRNA or sponge"
"2167","SNHG1","NOTCH1","lncRNA","PCG","ceRNA or sponge"
"2168","SNHG1","DCLK1","lncRNA","PCG","ceRNA or sponge"
"2169","CYTOR","SERPINE1","lncRNA","PCG","ceRNA or sponge"
"2170","SNHG6","Snail1/2","lncRNA","PCG","ceRNA or sponge"
"2171","CYTOR","NRP1","lncRNA","PCG","ceRNA or sponge"
"2172","NORAD","RHOA","lncRNA","PCG","ceRNA or sponge"
"2173","H19","DNMT3B","lncRNA","PCG","ceRNA or sponge"
"2174","HAGLR","PIK3R3","lncRNA","PCG","ceRNA or sponge"
"2175","H19","SOCS5","lncRNA","PCG","ceRNA or sponge"
"2176","XIST","NRP1","lncRNA","PCG","ceRNA or sponge"
"2177","FOXD2-AS1","CCND2","lncRNA","PCG","ceRNA or sponge"
"2178","MCF2L-AS1","RAB22A","lncRNA","PCG","ceRNA or sponge"
"2179","MALAT1","PIK3R1","lncRNA","PCG","ceRNA or sponge"
"2180","DLEU2","HK2","lncRNA","PCG","ceRNA or sponge"
"2181","H19","GRN","lncRNA","PCG","ceRNA or sponge"
"2182","PVT1","GRB2","lncRNA","PCG","ceRNA or sponge"
"2183","MEG3","SOCS3","lncRNA","PCG","ceRNA or sponge"
"2184","PVT1","TFRC","lncRNA","PCG","ceRNA or sponge"
"2185","H19","COL1A1","lncRNA","PCG","ceRNA or sponge"
"2186","NEAT1","CYTH3","lncRNA","PCG","ceRNA or sponge"
"2187","NEAT1","FRS2","lncRNA","PCG","ceRNA or sponge"
"2188","TDRG1","TNFRSF21","lncRNA","PCG","ceRNA or sponge"
"2189","CYTOR","PRKAA1","lncRNA","PCG","ceRNA or sponge"
"2190","UCA1","GLS2","lncRNA","PCG","ceRNA or sponge"
"2191","CASC9","APOBEC3G","lncRNA","PCG","ceRNA or sponge"
"2192","H19","PPARG","lncRNA","PCG","ceRNA or sponge"
"2193","SNHG15","YAP1","lncRNA","PCG","ceRNA or sponge"
"2194","H19","ROCK2","lncRNA","PCG","ceRNA or sponge"
"2195","HOTAIR","HLA-G","lncRNA","PCG","ceRNA or sponge"
"2196","SNHG15","CD274","lncRNA","PCG","ceRNA or sponge"
"2197","GATA3-AS1","COPS5","lncRNA","PCG","ceRNA or sponge"
"2198","ATP2B1-AS1","ZC3H12A","lncRNA","PCG","ceRNA or sponge"
"2199","LINC00973","Siglec-15","lncRNA","PCG","ceRNA or sponge"
"2200","GAS5","APOBEC3C","lncRNA","PCG","ceRNA or sponge"
"2201","HOTAIR","TNFSF14","lncRNA","PCG","ceRNA or sponge"
"2202","FGD5-AS1","SOCS6","lncRNA","PCG","ceRNA or sponge"
"2203","MALAT1","NLRP3","lncRNA","PCG","ceRNA or sponge"
"2204","H19","POSTN","lncRNA","PCG","ceRNA or sponge"
"2205","THRIL","ROCK2","lncRNA","PCG","ceRNA or sponge"
"2206","NEAT1","TLR4","lncRNA","PCG","ceRNA or sponge"
"2207","H19","CDK5","lncRNA","PCG","ceRNA or sponge"
"2208","MALAT1","OAS2","lncRNA","PCG","ceRNA or sponge"
"2209","MALAT1","OAS3","lncRNA","PCG","ceRNA or sponge"
"2210","MALAT1","OASL","lncRNA","PCG","ceRNA or sponge"
"2211","ILF3-DT","IL-1β","lncRNA","PCG","ceRNA or sponge"
"2212","ILF3-DT","IL6","lncRNA","PCG","ceRNA or sponge"
"2213","ILF3-DT","TNF","lncRNA","PCG","ceRNA or sponge"
"2214","ILF3-DT","MMP3","lncRNA","PCG","ceRNA or sponge"
"2215","ILF3-DT","MMP9","lncRNA","PCG","ceRNA or sponge"
"2216","MEG3","CDKN2A","lncRNA","PCG","ceRNA or sponge"
"2217","SNHG16","CCL5","lncRNA","PCG","ceRNA or sponge"
"2218","NEAT1","p38","lncRNA","PCG","ceRNA or sponge"
"2219","NEAT1","THBS1","lncRNA","PCG","ceRNA or sponge"
"2220","CDKN2B-AS1","TXNIP","lncRNA","PCG","ceRNA or sponge"
"2221","MIAT","TGFBR1","lncRNA","PCG","ceRNA or sponge"
"2222","MIAT","JAK2","lncRNA","PCG","ceRNA or sponge"
"2223","NEAT1","CD276","lncRNA","PCG","ceRNA or sponge"
"2224","HNF1A-AS1","MAP2K4","lncRNA","PCG","ceRNA or sponge"
"2225","NEAT1","AGPS","lncRNA","PCG","ceRNA or sponge"
"2226","NEAT1","APOC4","lncRNA","PCG","ceRNA or sponge"
"2227","H19","PFKFB3","lncRNA","PCG","ceRNA or sponge"
"2228","H19","GIT2","lncRNA","PCG","ceRNA or sponge"
"2229","CDKN2B-AS1","ARL2","lncRNA","PCG","ceRNA or sponge"
"2230","MEG3","LRP6","lncRNA","PCG","ceRNA or sponge"
"2231","MEG3","FGFR2","lncRNA","PCG","ceRNA or sponge"
"2232","SNHG1","MMPs","lncRNA","PCG","ceRNA or sponge"
"2233","SNHG1","ADAMTs","lncRNA","PCG","ceRNA or sponge"
"2234","MALAT1","ET-1","lncRNA","PCG","ceRNA or sponge"
"2235","GAS5","TLR10","lncRNA","PCG","ceRNA or sponge"
"2236","MIAT","GPRC5A","lncRNA","PCG","ceRNA or sponge"
"2237","SNHG12","MAP3K11","lncRNA","PCG","ceRNA or sponge"
"2238","OIP5-AS1","BCL2","lncRNA","PCG","ceRNA or sponge"
"2239","SNHG16","PRMT5","lncRNA","PCG","ceRNA or sponge"
"2240","XIST","LARP1","lncRNA","PCG","ceRNA or sponge"
